Date,i.diff.GBP,L.GBP,i.diff.SEK,L.SEK,i.diff.ZAR,L.ZAR,i.diff.NZD,L.NZD,i.diff.CAD,L.CAD,i.diff.FRF,L.FRF,i.diff.BEF,L.BEF,i.diff.HKD,L.HKD,i.diff.ESP,L.ESP,i.diff.HUF,L.HUF,i.diff.MXN,L.MXN,i.diff.KES,L.KES,i.diff.JPY,L.JPY,i.diff.ILS,L.ILS,i.diff.LKR,L.LKR,i.diff.AUD,L.AUD,i.diff.DEU,L.DEU,i.diff.DKK,L.DKK,i.diff.ITL,L.ITL,i.diff.CHF,L.CHF,i.diff.COP,L.COP,i.diff.NOK,L.NOK,i.diff.KRW,L.KRW,i.diff.NLG,L.NLG,i.diff.RUB,L.RUB
2000M02,0.0013,-2.681498292,-0.01901,-4.27186521,0.0398,-1.147635164,0.0012,-2.024581335,-0.0084,-2.286285977,-0.0247,-4.643725321,-0.0228,-4.453725321,-0.0013,-0.191636852,-0.0244,-4.613725321,0.049,0.425047861,0.1064,10.26586438,0.09044,6.93428789,-0.0575,-4.80491461,0.0392,1.99834458,0.0555,4.773347089,0,-3.335080577,-0.022632,-4.436925321,-0.018668,-4.118021424,-0.022632,-4.436925321,-0.0335833,-4.256404321,0.0441,0.53409505,0.0009,-3.404594276,0.0133,1.393398847,-0.022632,-4.436925321,0.12,12.71645328
2000M03,0.0005,-2.135724931,-0.018152,-6.355042266,0.0397,0.714940182,0.003,-1.651893438,-0.0061,-1.143993321,-0.0229,-3.330285726,-0.0216,-3.200285726,-0.0016,-0.209291187,-0.0222,-3.260285726,0.0462,3.33349573,0.0858,5.942291446,0.0539825,3.468220243,-0.05765,-7.329617362,0.0325,2.662098067,0.0565,2.506499089,1.00E-04,-0.780401285,-0.02133,-3.173285726,-0.016952,-2.793192543,-0.02133,-3.173285726,-0.03025,-2.777502838,0.0502,0.869444874,0.0012,-1.506086258,0.0112,0.855355927,-0.02133,-3.173285726,0.0882,9.151954278
2000M04,0.0024,-2.025277659,-0.018239,-5.920302557,0.0407,2.198543297,0.00488,-3.037289023,-0.0038,-0.696462302,-0.0211,-0.964377624,-0.019,-0.754377624,0.005,0.438402697,-0.0206,-0.914377624,0.0499,4.270270051,0.0856,8.287947655,0.0663225,6.821507072,-0.05751,-6.500160854,0.0305,2.412347668,0.0561,2.871410233,0.0023,0.295372172,-0.018847,-0.739077624,-0.014829,-0.335511794,-0.018847,-0.739077624,-0.0256667,-0.756734294,0.056,1.680050382,0.0042,1.21770726,0.0125,1.077449669,-0.018847,-0.739077624,0.0769,8.886791388
2000M05,0.004,-0.256015149,-0.0168,-4.540532068,0.0458,5.139426938,0.01138,-1.197282936,0.0003,0.433951224,-0.0144,-2.955977163,-0.0132,-2.835977163,0.01,0.963054802,-0.0136,-2.875977163,0.0516,4.78360092,0.0994,11.11560863,0.055822,5.019848824,-0.05603,-5.119146357,0.0366,5.713727546,0.0616,4.059340846,0.0067,0.69927055,-0.01278,-2.793977163,-0.009401,-2.445160561,-0.01278,-2.793977163,-0.0248,-3.260772492,0.0608,3.971593391,0.0086,0.684354211,0.015,2.395187016,-0.01278,-2.793977163,0.0526,6.227858292
2000M06,0.0006,-2.453134957,-0.019284,3.256722617,0.0441,2.752800507,0.0072,-5.031333985,-0.0034,-0.615218662,-0.0156,-4.836823103,-0.0146,-4.736823103,0.0034,0.327684587,-0.0148,-4.756823103,0.0493,0.272890563,0.1074,13.09474069,0.04604,3.970676652,-0.05778,-6.566688485,0.0353,3.756970872,0.0634,5.914618823,0.0036,-3.853028741,-0.013683,-4.645123103,-0.006938,-4.017850132,-0.013683,-4.645123103,-0.0247333,-5.028048357,0.0613,4.446551335,0.0085,-1.528240745,0.013,1.459119041,-0.013683,-4.645123103,0.0633,6.912759257
2000M07,-0.0027,-2.121677122,-0.021726,5.623625013,0.0403,0.074884441,0.00393,-6.25326637,-0.0059,-1.678532662,-0.0194,-6.917776833,-0.0173,-6.707776833,-0.0026,-0.266155776,-0.01888,-6.865776833,0.044,-0.670932681,0.0842,7.993059431,0.037044,0.723267416,-0.06028,-5.795431211,0.0296,2.13447952,0.0623,5.60538516,0,-5.534049039,-0.016171,-6.594876833,-0.004245,-5.316881827,-0.016171,-6.594876833,-0.0276,-6.670885091,0.06,6.343032863,0.0071,-2.617948679,0.0095,0.012728556,-0.016171,-6.594876833,0.029,2.789515666
2000M08,-0.004,-2.396490815,-0.02298,3.194299057,0.0385,-0.872502848,0.00287,-5.083859008,-0.0072,-2.633576713,-0.0162,-4.384548166,-0.0162,-4.384548166,-0.0028,-0.286154986,-0.01743,-4.507548166,0.043,0.932726408,0.0941,8.221860536,0.0294525,1.911108268,-0.05974,-7.854089445,0.0268,1.849066314,0.0645,4.702365692,0.0019,-3.971509822,-0.015229,-4.287448166,-0.006425,-3.397430637,-0.015229,-4.287448166,-0.0281333,-4.65517699,0.0618,7.115650356,0.0082,-1.454304184,0.0074,-2.313975846,-0.015229,-4.287448166,0.033,3.039324906
2000M09,-0.0036,0.725652953,-0.022652,-4.770779889,0.0395,0.846408254,0.0034,1.790987311,-0.0065,-1.837351356,-0.0141,1.103693091,-0.0149,1.023693091,-0.002,-0.2,-0.0151,1.003693091,0.0449,5.460539578,0.0994,9.333093978,0.0415025,4.733157184,-0.05864,-8.641953966,0.0296,3.089828854,0.074,5.708468862,0.0036,1.052515122,-0.013572,1.156493091,-0.001083,2.432166938,-0.013572,1.156493091,-0.02625,-0.098033858,0.0673,6.41698558,0.0112,2.385201574,0.0084,-4.953879482,-0.013572,1.156493091,0.0519,4.096065048
2000M10,-0.0056,0.289996384,-0.023823,-8.471598527,0.0382,1.900182727,0.00218,5.169878814,-0.0076,-0.468025882,-0.0145,3.179924992,-0.0146,3.169924992,-0.0058,-0.58,-0.0168,2.949924992,0.0473,8.881190765,0.1069,9.522013827,0.042836,4.729503612,-0.06006,-9.077865917,0.0244,2.56710969,0.095,4.352283447,0.0004,1.914438794,-0.013287,3.301224992,-0.00817,3.675456743,-0.013287,3.301224992,-0.0287833,1.409850825,0.0658,4.882089271,0.0115,4.1083797,0.0067,-5.033641535,-0.013287,3.301224992,0.0293,1.991595248
2000M11,-0.0047,0.356461291,-0.0221,-6.680274366,0.0401,3.153602853,0.00385,4.546920843,-0.0059,0.023649941,-0.0121,2.398440888,-0.0137,2.238440888,-0.0056,-0.56,-0.0134,2.268440888,0.0559,8.904268523,0.118,10.82855639,0.0495725,5.701716404,-0.05826,-8.489748768,0.0232,1.970539048,0.1144,8.268572234,0.0012,0.074375006,-0.01118,2.490440888,-0.007139,2.835630777,-0.01118,2.490440888,-0.0273167,0.03865646,0.0687,4.802027349,0.0122,3.52664716,0.0078,-1.656047962,-0.01118,2.490440888,0.0269,1.180520373
2000M12,-0.002,-0.932981591,-0.018221,-3.041118537,0.0431,2.852600116,0.00603,-0.663408271,-0.004,-1.519013703,-0.0099,-2.954369548,-0.0119,-3.154369548,-0.002,-0.206156565,-0.01005,-2.969369548,0.0591,6.38384101,0.1152,10.89317187,0.07011,7.146163922,-0.05143,-9.601363868,0.0237,0.689675569,0.1188,9.937736272,0.0031,-5.049711513,-0.009508,-2.915169548,-0.005041,-2.489147843,-0.009508,-2.915169548,-0.0252,-4.849401627,0.0739,5.837780726,0.0153,0.665823946,0.01,-0.957340452,-0.009508,-2.915169548,0.0321,2.5993819
2001M01,0.0058,-0.791666999,-0.009232,0.006598531,0.0516,3.353928098,0.013,-2.941672318,0.0012,-1.613562325,-0.0025,-1.935571248,-0.0035,-2.035571248,-0.0007,-0.07,-0.0034,-2.025571248,0.0651,3.734494261,0.1351,15.64677796,0.097656,10.42482427,-0.04646,-7.509893525,0.029,2.861838969,0.141,13.88298723,0.0092,-2.240194076,-0.002193,-1.904871248,0.00352,-1.338903768,-0.002193,-1.904871248,-0.0157,-3.662634907,0.0851,6.367619481,0.0242,1.313499528,0.0144,-0.282693266,-0.002193,-1.904871248,0.0311,2.144941316
2001M02,0.0062,-0.238886013,-0.008275,2.149428189,0.0528,4.324927326,0.0142,-0.062597676,0.0003,-0.531459531,-0.0004,-3.084828273,-0.002,-3.244828273,-0.0008,-0.073844927,-0.0028,-3.324828273,0.0626,5.083780131,0.1323,15.76559603,0.1045725,10.18595343,-0.04628,-5.277931226,0.0261,2.644847128,0.1511,12.85327292,0.0075,0.273147004,-0.000842,-3.129028273,0.00432,-2.65055509,-0.000842,-3.129028273,-0.0141167,-4.110776014,0.085,6.792237324,0.0248,1.435834156,0.0089,-0.605072453,-0.000842,-3.129028273,0.0726,6.721029404
2001M03,0.01,-0.389767935,-0.002291,3.977807347,0.0588,4.827606786,0.0177,1.317549437,0.0029,1.348023701,0.005,-1.36430808,0.0018,-1.68430808,0.0035,0.35,0.0029,-1.57430808,0.0671,7.140837723,0.1218,14.67251882,0.1068175,9.967044769,-0.0423,-3.919188334,0.0293,3.181741419,0.1497,12.31794379,0.0085,2.710487396,0.004186,-1.44570808,0.008722,-0.784845192,0.004186,-1.44570808,-0.00965,-2.282913117,0.0873,8.624373558,0.031,2.276603659,0.0139,1.887124647,0.004186,-1.44570808,0.0421,3.615277733
2001M04,0.0122,0.536296579,0.000537,3.394027939,0.0645,6.048668055,0.0181,2.051707012,0.0054,1.436631082,0.0089,0.101476137,0.0083,0.041476137,0.0014,0.14,0.0081,0.021476137,0.0721,8.844577368,0.1151,12.44544704,0.090092,8.196471103,-0.03859,-4.41093514,0.0309,2.593476725,0.1501,14.20535472,0.0097,0.875698342,0.00792,0.003476137,0.012357,0.534598559,0.00792,0.003476137,-0.00715,-0.556182766,0.0885,9.646181057,0.0359,3.475560334,0.0195,3.152264684,0.00792,0.003476137,0.0641,5.87947687
2001M05,0.0147,1.844626828,0.004571,-0.857150329,0.0683,4.823814736,0.0208,3.13263675,0.0079,0.856520964,0.0105,3.783389378,0.0091,3.643389378,0.0003,0.017690903,0.0097,3.703389378,0.0755,10.3740868,0.0906,9.175118608,0.0696675,6.716178848,-0.03543,-3.490476819,0.0325,2.114720239,0.1579,16.25569043,0.0134,2.072684633,0.010867,3.820089378,0.015575,4.468085064,0.010867,3.820089378,-0.00345,2.636712586,0.0917,10.30821871,0.039,5.514936436,0.023,2.790553066,0.010867,3.820089378,0.0705,6.600218258
2001M06,0.0148,3.570883685,0.005547,-0.122286597,0.0637,3.02808025,0.0211,2.573873492,0.0068,-0.62977264,0.0085,4.060230837,0.0073,3.940230837,-0.0017,-0.182310675,0.0073,3.940230837,0.0718,8.825731659,0.0665,5.171353642,0.084495,8.42756722,-0.036,-1.429963731,0.03,1.076463267,0.158,15.99951952,0.0135,-1.633868318,0.008336,4.043830837,0.013418,4.518721255,0.008336,4.043830837,-0.0038333,3.997256223,0.0908,8.634223205,0.038,5.832709813,0.0203,1.863845671,0.008336,4.043830837,0.0538,4.86249903
2001M07,0.015,2.714297362,0.007714,0.602746719,0.0599,-0.173068465,0.02147,2.819979156,0.0053,-0.750779139,0.0093,1.776513547,0.0081,1.656513547,-0.001,-0.112309097,0.00812,1.658513547,0.0716,8.450221226,0.0671,5.674943356,0.093332,9.208627003,-0.03506,-2.550895059,0.0261,1.286194907,0.1486,14.17329919,0.015,0.949653946,0.009271,1.773613547,0.013924,2.332030599,0.009271,1.773613547,-0.0035,1.619467337,0.0912,8.896619715,0.0383,4.942582742,0.0178,1.798536791,0.009271,1.773613547,0.0686,6.146205661
2001M08,0.0134,1.265678523,0.009137,2.374632478,0.06,-1.60021203,0.02366,0.702854405,0.0043,-1.138653925,0.0101,-0.487837798,0.0079,-0.707837798,-0.0021,-0.197690556,0.0093,-0.567837798,0.0743,6.724773487,0.0517,4.944989963,0.0946875,9.445101382,-0.03357,-5.127044683,0.0301,2.953299602,0.1123,9.552530728,0.0158,1.023165707,0.009835,-0.514337798,0.014376,-0.049897812,0.009835,-0.514337798,-0.0021333,0.107356942,0.0897,8.4317981,0.0394,3.187274322,0.0155,2.156106803,0.009835,-0.514337798,0.0673,5.78930448
2001M09,0.0196,1.185739762,0.016385,2.643548354,0.0687,-7.042499871,0.028833333,2.651361389,0.0068,0.36530464,0.0176,-0.120099819,0.0115,-0.730099819,-0.0017,-0.157688977,0.01575,-0.305099819,0.0843,8.9197278,0.0851,9.712017498,0.1002325,10.27979927,-0.02362,-6.872036837,0.0401,3.913699649,0.1193,10.38548262,0.0218,4.093828209,0.016129,-0.267199819,0.020634,0.246765888,0.016129,-0.267199819,-0.0008667,-2.061757801,0.0949,10.2705437,0.0477,3.672189006,0.0229,1.482838386,0.016129,-0.267199819,0.0513,3.934114286
2001M10,0.0211,1.453739222,0.016413,1.766847028,0.0682,-3.736104381,0.027994667,3.977403103,0.0029,-0.567357122,0.0149,0.010938753,0.0132,-0.159061247,-0.0016,-0.16,0.0167,0.190938753,0.0855,9.518953864,0.0763,8.631727047,0.095786,9.873621012,-0.02036,-6.327548136,0.0461,1.580485747,0.1175,10.71279509,0.0231,3.602665635,0.015499,0.070838753,0.019096,0.385304475,0.015499,0.070838753,0.0004,-1.448586885,0.0941,10.69912238,0.0489,4.027400049,0.0231,1.280417779,0.015499,0.070838753,0.0785,6.419822521
2001M11,0.0203,1.61786026,0.018959,4.008059878,0.0698,-0.765958756,0.0302,3.290052329,0.0029,0.104148975,0.0154,0.561277415,0.0143,0.451277415,-0.0003,-0.042309097,0.0143,0.451277415,0.0842,8.94451839,0.0691,7.535202204,0.097175,10.24542217,-0.01762,-5.754968963,0.0413,-0.766257538,0.1162,11.33706204,0.025,1.853009102,0.016057,0.626977415,0.01921,1.021645981,0.016057,0.626977415,0.0022333,-1.162471835,0.097,9.731146349,0.0512,5.65824848,0.0275,0.439614654,0.016057,0.626977415,0.1142,9.819038625
2001M12,0.0214,1.533341964,0.019812,4.742148011,0.0747,7.819266594,0.03024,4.838589946,0.0022,-0.057064345,0.0153,0.978147716,0.0144,0.888147716,-0.0004,-0.052310675,0.01513,0.961147716,0.0807,7.794428899,0.058,6.298082313,0.092824,9.61478836,-0.01697,-2.300823729,0.0388,0.923999073,0.1117,9.973815431,0.0252,4.387847503,0.016149,1.063047716,0.019065,1.297294649,0.016149,1.063047716,0.0010833,0.159770793,0.0967,10.1436854,0.0486,5.970397134,0.0311,3.186194264,0.016149,1.063047716,0.0837,6.924016563
2002M01,0.0214,2.534636188,0.019836,5.998531338,0.0768,9.926923445,0.03036,4.923177388,0.002,0.753212018,0.0157,3.510474577,0.0151,3.450474577,-0.0009,-0.083845716,0.0146,3.400474577,0.075,7.882246252,0.0559,5.590806827,0.0909475,9.275286521,-0.01756,0.300717209,0.0247,-0.222875255,0.1114,9.824758249,0.025,5.006650956,0.015788,3.519274577,0.018748,3.874464029,0.015788,3.519274577,-0.0006333,2.18358143,0.0945,9.020808604,0.0456,8.226891308,0.0303,4.132693323,0.015788,3.519274577,0.1294,12.0436134
2002M02,0.0214,3.349168433,0.021015,2.666018516,0.0766,13.47410384,0.0311,7.750672622,0.0028,1.688932366,0.0158,4.565507533,0.0149,4.475507533,0.0002,0.026154284,0.0146,4.445507533,0.0672,9.185481026,0.064,4.29510975,0.08841,8.711469464,-0.01768,1.905539175,0.0439,2.274139391,0.1093,9.541544939,0.0254,6.316201732,0.015871,4.572607533,0.018346,4.805525066,0.015871,4.572607533,-0.0003167,3.567782442,0.0898,9.017402583,0.048,9.578989838,0.0277,6.501631235,0.015871,4.572607533,0.1193,11.39422609
2002M03,0.0225,4.287045328,0.023005,-0.679354578,0.0813,14.31564053,0.0346,9.409174425,0.0051,2.213230781,0.0159,7.56371759,0.0154,7.51371759,0.002,0.206155073,0.0147,7.44371759,0.0658,11.02470724,0.0552,1.967832606,0.08354,7.908451268,-0.01788,3.128278029,0.0336,0.418346172,0.1101,10.58420162,0.0267,5.866104983,0.016008,7.57451759,0.018476,7.880015766,0.016008,7.57451759,-0.00155,5.684412459,0.0881,6.134173237,0.0493,12.82689392,0.0285,7.810376599,0.016008,7.57451759,0.1241,11.82782009
2002M04,0.0223,5.865207922,0.025031,-1.863733744,0.0885,13.0781333,0.0386,8.068667546,0.0062,1.714939467,0.0166,5.963521714,0.0155,5.853521714,0.0003,0.03,0.01494,5.797521714,0.0666,11.41904539,0.0441,1.313913567,0.0826,7.994828298,-0.01748,1.623346333,0.0338,5.051002077,0.1265,12.63001003,0.0284,2.147269273,0.016569,5.960421714,0.019166,6.314093834,0.016569,5.960421714,-0.0018,4.818515978,0.0826,1.880458465,0.0502,9.288762098,0.0304,7.420344813,0.016569,5.960421714,0.1175,11.25279024
2002M05,0.0231,4.799529171,0.025629,1.719071266,0.0943,7.552187575,0.0407,4.397440348,0.0087,0.297228777,0.0175,4.886257367,0.0165,4.786257367,-0.0012,-0.12,0.0164,4.776257367,0.0676,9.548305641,0.0496,3.314982605,0.0730975,6.880130873,-0.01726,0.40196325,0.0434,6.791168005,0.1297,13.02985449,0.0311,2.755803008,0.017371,4.873357367,0.019962,5.168648638,0.017371,4.873357367,-0.0049833,2.313389889,0.0734,0.276740519,0.0517,8.632655738,0.0308,4.232653875,0.017371,4.873357367,0.1107,10.64893373
2002M06,0.023,4.564347354,0.026053,3.73433672,0.0977,7.609503854,0.0401,2.204385585,0.0103,-0.320064682,0.018,1.463645545,0.0169,1.353645545,-0.0007,-0.082309097,0.017,1.363645545,0.0723,8.316556546,0.0582,4.356118688,0.05668,5.522331588,-0.01658,-2.40839383,0.0805,8.85451687,0.1133,11.38992174,0.034,1.626276471,0.01794,1.457645545,0.020622,1.658689065,0.01794,1.457645545,-0.0042667,-0.664770986,0.0674,-1.146925382,0.0545,5.575707879,0.0318,1.989414352,0.01794,1.457645545,0.1063,10.32178319
2002M07,0.0207,2.09317791,0.025796,5.691849523,0.0969,8.764018455,0.0409,4.08297795,0.0113,0.124421115,0.0173,1.238466968,0.0159,1.098466968,-0.0018,-0.18,0.0161,1.118466968,0.0753,7.509294771,0.062,4.701415521,0.069536,6.394357157,-0.01672,-2.861776548,0.0752,7.062367039,0.0962,9.540148705,0.033,5.009482173,0.0173,1.238466968,0.01998,1.435966053,0.0173,1.238466968,-0.0085833,-2.05654211,0.0618,3.287794446,0.0557,6.415029515,0.0323,1.391034387,0.0173,1.238466968,0.1142,11.06247221
2002M08,0.0222,3.271304366,0.025536,3.638151384,0.0979,12.72474426,0.041,7.367973395,0.0132,1.235574676,0.0172,2.087469237,0.0161,1.977469237,-0.0014,-0.133844927,0.0158,1.947469237,0.0786,10.39888494,0.0543,3.752900832,0.066995,6.047780207,-0.01638,-3.209598509,0.0744,7.224276461,0.0936,9.300153716,0.0332,3.588239532,0.017119,2.079369237,0.01939,2.310621503,0.017119,2.079369237,-0.0088833,-0.786914829,0.0626,4.686043965,0.0562,6.655302624,0.0316,2.5734389,0.017119,2.079369237,0.1016,9.757272104
2002M09,0.0221,3.120629076,0.025733,2.766590192,0.1051,18.69653956,0.0406,7.834389817,0.0123,1.719498318,0.0168,4.676010695,0.0154,4.536010695,0.0005,0.062309444,0.01607,4.603010695,0.0797,11.26128483,0.0622,5.525142673,0.060008,7.203857114,-0.01598,-0.402739137,0.0732,8.087894066,0.092,8.940993827,0.0332,4.886886971,0.017101,4.706110695,0.018523,4.860122359,0.017101,4.706110695,-0.0085167,2.662819285,0.0633,5.845693022,0.0555,8.843392783,0.0321,4.208594737,0.017101,4.706110695,0.08,7.815663927
2002M10,0.0226,4.105364667,0.026033,0.286943802,0.1114,19.50069242,0.042233333,9.785949229,0.0126,2.431203415,0.0175,6.895897575,0.0163,6.775897575,0.0016,0.166155073,0.01735,6.880897575,0.0797,12.29431591,0.0676,4.292431718,0.0659525,7.765202452,-0.01461,-0.344256432,0.0787,6.32822771,0.0933,9.064019636,0.0343,6.364284173,0.017913,6.937197575,0.019659,7.057645066,0.017913,6.937197575,-0.0072667,4.353582108,0.0643,2.837250065,0.0565,10.03362508,0.0344,6.019781981,0.017913,6.937197575,0.0903,8.968810919
2002M11,0.0263,3.726486471,0.026833,2.93930285,0.1094,19.81957708,0.04455,9.752518422,0.0148,3.340133692,0.0184,5.789950681,0.0166,5.609950681,0.001,0.087690903,0.01795,5.744950681,0.0785,10.02227229,0.066,3.218504005,0.070685,9.220315685,-0.01216,0.580877426,0.0799,6.094582519,0.0897,8.69672217,0.0361,7.623758026,0.018941,5.844050681,0.020808,6.01395524,0.018941,5.844050681,-0.00485,3.858246694,0.0666,3.525207145,0.0586,6.856931612,0.0368,4.724330849,0.018941,5.844050681,0.0937,9.803547129
2002M12,0.0273,2.628137321,0.024689,4.551801403,0.1108,16.26268789,0.04505,8.520425342,0.0144,4.091115942,0.0171,2.870082973,0.0154,2.700082973,0.0016,0.16,0.0162,2.780082973,0.0699,7.986739937,0.0608,2.863877658,0.071876,7.453789386,-0.01185,-0.909261644,0.0683,7.518436219,0.0873,8.561385087,0.0364,6.963966072,0.01751,2.911082973,0.018813,3.094263406,0.01751,2.911082973,-0.0057333,-0.320497056,0.0654,4.965824603,0.0543,2.915417507,0.0371,1.781995358,0.01751,2.911082973,0.1071,11.37955261
2003M01,0.0264,1.338618698,0.02501,3.313570268,0.1119,16.8922649,0.04483,5.507796657,0.0168,4.342504082,0.0164,2.421346293,0.0156,2.341346293,0.0008,0.073845014,0.0158,2.361346293,0.0643,6.555330384,0.0754,7.688025458,0.07234,9.285337144,-0.01146,-0.788407578,0.0662,9.930140361,0.0759,7.495873037,0.0365,5.715513701,0.016818,2.463146293,0.018231,2.687633641,0.016818,2.463146293,-0.0054667,-0.864857487,0.0653,7.604135847,0.0484,3.606076375,0.0355,0.544164333,0.016818,2.463146293,0.0925,10.30013413
2003M02,0.0231,2.748702198,0.02427,-3.200489781,0.1145,15.06953658,0.0448,6.286049531,0.017,5.995310348,0.0148,6.029904095,0.0126,5.809904095,0,0.01846548,0.0145,5.999904095,0.04167284,7.464701972,0.0768,10.75351361,0.0659375,8.83733674,-0.01178,-1.694610826,0.0686,11.0032615,0.0793,7.73220344,0.0357,7.41453251,0.015075,6.057404095,0.016543,6.224828828,0.015075,6.057404095,-0.0060833,2.082904775,0.0659,8.042508833,0.0451,8.151014405,0.0336,2.753876913,0.015075,6.057404095,0.0762,8.943178085
2003M03,0.0242,4.720363468,0.023129,-3.488239762,0.1164,12.45532205,0.0454,6.830670669,0.0205,6.266112088,0.0141,4.650662315,0.0133,4.570662315,-0.0002,-0.013844137,0.01345,4.585662315,0.052007522,6.066279066,0.0803,9.921742994,0.051494,6.73066395,-0.01074,-1.799642969,0.0674,10.36152692,0.08,7.893668283,0.0367,8.703006551,0.0144,4.680662315,0.015763,4.781092783,0.0144,4.680662315,-0.0077667,0.404008006,0.0667,9.009657885,0.044,5.097740572,0.0367,5.757772485,0.0144,4.680662315,0.0611,7.677391422
2003M04,0.0235,3.790191839,0.022975,2.686676841,0.1162,12.72993402,0.04207,7.14751793,0.0207,4.691093806,0.014,3.440365347,0.0131,3.350365347,0.0011,0.116155073,0.013,3.340365347,0.052836694,4.159132328,0.0688,7.488280471,0.0513375,4.53681423,-0.01108,-1.648821966,0.0618,8.014370575,0.0752,7.440876758,0.0367,7.226292612,0.014133,3.453665347,0.01548,3.54418488,0.014133,3.453665347,-0.0081167,-0.147420886,0.066,6.900292907,0.0414,3.731683803,0.035,5.80312569,0.014133,3.453665347,0.0558,6.868698086
2003M05,0.0236,1.503518585,0.02176,8.075228085,0.1147,13.35398583,0.0396,4.512191612,0.0208,1.670944682,0.0127,-2.657149373,0.0113,-2.797149373,-0.0002,-0.026155776,0.01176,-2.751149373,0.053,0.982740905,0.0467,2.301075065,0.0476325,2.484721612,-0.01074,0.061432163,0.0543,5.141034962,0.0755,7.847167394,0.037,2.52193571,0.013205,-2.606649373,0.014604,-2.49987917,0.013205,-2.606649373,-0.0079833,-5.272929372,0.0671,7.058742992,0.0384,-2.758844653,0.0331,4.120514136,0.013205,-2.606649373,0.0452,4.934644359
2003M06,0.0266,1.275659175,0.019624,7.961781549,0.1037,14.12368858,0.042,4.43506759,0.0223,1.81584915,0.0124,1.395062378,0.0118,1.335062378,-0.0003,0.303719618,0.01177,1.332062378,0.061818182,5.284249898,0.0453,2.649222956,0.021582,-0.508257583,-0.00833,2.685646153,0.0476,3.890096117,0.0755,8.435962124,0.0383,4.259648369,0.013119,1.466962378,0.013732,1.548240205,0.013119,1.466962378,-0.0055167,-0.398407875,0.0693,5.753615454,0.032,4.40947773,0.0344,5.287918056,0.013119,1.466962378,0.0646,6.240137224
2003M07,0.0237,3.972023038,0.017465,2.33395082,0.0994,13.90239703,0.03915,5.077675158,0.0186,3.896369509,0.0111,2.083106503,0.0107,2.043106503,-0.0004,0.175978221,0.01048,2.021106503,0.084884314,11.34450296,0.0432,1.174127806,0.00587,-1.290473567,-0.00938,3.38389397,0.0493,3.921626313,0.0697,8.394106261,0.0377,6.684777971,0.0118,2.153106503,0.012279,2.208676131,0.0118,2.153106503,-0.0066333,0.261447863,0.0687,6.999605366,0.025,3.247351064,0.032,3.104524414,0.0118,2.153106503,0.0605,6.435412832
2003M08,0.0257,5.396932035,0.017448,0.706039834,0.0929,13.85696974,0.0397,7.689072164,0.0175,4.705841687,0.0111,5.458926762,0.0108,5.428926762,-0.0011,0.112164901,0.0103,5.378926762,0.0861,10.90278682,0.0415,2.580588148,0.0022075,0.426439843,-0.00942,2.11636698,0.0508,5.155850335,0.0669,7.051569085,0.0386,9.801298075,0.011804,5.529326762,0.01225,5.518853346,0.011804,5.529326762,-0.0069333,3.325679645,0.0687,7.074504863,0.0218,7.545162367,0.0294,1.951478786,0.011804,5.529326762,0.0644,7.573317059
2003M09,0.0266,6.621674927,0.017768,-4.083655994,0.0849,14.16263992,0.04068,9.035351037,0.0165,3.49452284,0.0118,5.038359934,0.0109,4.948359934,-0.004,-0.523805538,0.01125,4.983359934,0.084994483,11.09640093,0.0427,2.865271889,-0.001004,1.316821562,-0.00896,0.997061051,0.0508,6.105998989,0.0629,6.024096756,0.0398,8.568145121,0.012173,5.075659934,0.01256,5.072774267,0.012173,5.075659934,-0.0067583,2.681060703,0.0687,8.487368408,0.0188,3.797238571,0.029,0.826325205,0.012173,5.075659934,0.1037,12.23604826
2003M10,0.0288,6.913234707,0.017991,-3.712677388,0.0729,7.132321581,0.04093,9.547730133,0.0171,2.687952031,0.0115,4.684777302,0.011,4.634777302,-0.0078,-0.847961507,0.0109,4.624777302,0.08514,10.52693265,0.0445,5.489527966,0.000725,1.297839645,-0.00917,0.981223462,0.0452,5.030512982,0.0614,4.101913406,0.0404,8.851521331,0.012136,4.748377302,0.012655,4.689250585,0.012136,4.748377302,-0.0068083,2.225465655,0.0689,9.548498684,0.0193,3.397552466,0.03,3.08126023,0.012136,4.748377302,0.0787,10.45215971
2003M11,0.0295,7.78395532,0.018173,-2.979890348,0.0678,6.509271626,0.04323,8.950042158,0.0176,1.154537026,0.0116,3.462463061,0.0112,3.422463061,-0.0085,-0.967336143,0.0109,3.392463061,0.090095763,12.10856873,0.0432,4.824197903,0.0037,0.307177289,-0.00906,-0.787517129,0.046,4.845511635,0.064,4.912231566,0.044,7.704394275,0.01249,3.551463061,0.013026,3.52082328,0.01249,3.551463061,-0.0064333,0.791799041,0.0702,9.694181708,0.0198,0.976539445,0.0332,4.310765656,0.01249,3.551463061,0.0829,10.28948175
