Date,i.diff.GBP,L.GBP,i.diff.SEK,L.SEK,i.diff.ZAR,L.ZAR,i.diff.NZD,L.NZD,i.diff.CAD,L.CAD,i.diff.FRF,L.FRF,i.diff.BEF,L.BEF,i.diff.HKD,L.HKD,i.diff.ESP,L.ESP,i.diff.HUF,L.HUF,i.diff.MXN,L.MXN,i.diff.KES,L.KES,i.diff.JPY,L.JPY,i.diff.ILS,L.ILS,i.diff.LKR,L.LKR,i.diff.AUD,L.AUD,i.diff.DEU,L.DEU,i.diff.DKK,L.DKK,i.diff.ITL,L.ITL,i.diff.CHF,L.CHF,i.diff.COP,L.COP,i.diff.NOK,L.NOK,i.diff.KRW,L.KRW,i.diff.NLG,L.NLG,i.diff.RUB,L.RUB
2015M03,0.0041,2.337294598,-0.001441,-2.225662256,0.0577,4.853569114,0.0342,0.236281949,0.0051,1.489251183,-0.00201,1.008653926,-0.002,1.009653926,-0.0001,0.008573851,-0.00007,1.202653926,0.016,1.907381944,0.0309,2.273072967,0.08459,5.302501179,-0.00014,-0.861913284,0.0009,2.287774284,0.0652,6.154259655,0.0227,1.6691406,-0.000028,1.206853926,-0.0022,1.040962623,-0.000028,1.206853926,-0.00844,0.592663633,0.0438,3.897357588,0.0135,2.179123447,0.0192,1.092124044,-0.000028,1.206853926,0.1578,18.55003655
2015M04,0.0041,2.307316164,-0.00274,0.16511705,0.0579,4.010603999,0.0342,-2.869275739,0.0065,-1.276865436,-0.00198,0.698222946,-0.0021,0.686222946,0,-0.012386122,-0.00015,0.881222946,0.01558,0.666716461,0.0308,0.889864965,0.08413,4.570799489,-0.00016,-1.619759773,0.0009,1.160935233,0.0609,5.892180605,0.0224,-1.483612838,-0.000053,0.890922946,-0.002,0.654118307,-0.000053,0.890922946,-0.00804,-1.211811143,0.045,-3.59656883,0.0146,-1.228909767,0.018,-2.412320393,-0.000053,0.890922946,0.1524,8.238363155
2015M05,0.0045,0.826461657,-0.002801,0.215272647,0.0572,2.062520731,0.0327,-2.451619865,0.0062,-3.018813506,-0.00188,1.288195993,-0.002,1.276195993,0,0.006192793,-0.00024,1.452195993,0.01461666,0.492077972,0.0308,-0.760171431,0.08252,5.361455273,-0.00009,1.05709976,0.0007,0.71454685,0.0599,5.7912798,0.0214,-1.465785775,-0.000204,1.455795993,-0.0019,1.25504963,-0.000204,1.455795993,-0.00798,-1.634180599,0.0441,-6.06313365,0.0148,-1.663272647,0.0179,-0.922226098,-0.000204,1.455795993,0.1347,1.958181657
2015M06,0.0049,-0.251809126,-0.003311,-0.489276491,0.0575,0.912463475,0.0299,-1.644367896,0.0057,-2.82285536,-0.00183,-0.060624154,-0.0021,-0.087624154,-0.0001,0.002386474,-0.00007,0.115375846,0.01209696,1.160735374,0.0311,-0.869592379,0.08248,5.127616393,-0.00011,0.898744653,0.0008,-2.08300185,0.061,3.890119708,0.0214,-1.97626518,-0.000239,0.098475846,-0.0021,-0.086985901,-0.000239,0.098475846,-0.00799,-3.078572093,0.0439,-3.855058042,0.0134,-2.625904682,0.0169,-1.207725842,-0.000239,0.098475846,0.1345,4.966197042
2015M07,0.0041,-0.276894662,-0.005602,-2.870312313,0.0595,2.085870394,0.0278,3.080253919,0.0033,-0.462856772,-0.00296,-0.491060984,-0.0031,-0.505060984,-0.0007,-0.057613526,-0.00114,-0.309060984,0.00895705,1.961492697,0.0305,1.171003693,0.10486,10.82442544,-0.00083,1.190348059,0.0004,-0.90066687,0.062,3.648932021,0.0206,1.545828797,-0.000987,-0.293760984,-0.0024,-0.40587258,-0.000987,-0.293760984,-0.00819,-1.95058765,0.0444,2.974801078,0.0119,-0.406344628,0.0157,2.881384757,-0.000987,-0.293760984,0.1327,9.127582528
2015M08,0.0037,-0.825103095,-0.005385,1.316904305,0.0608,1.854131498,0.0264,2.707653348,0.0029,-0.198293091,-0.00288,-3.145648645,-0.0031,-3.167648645,-0.0009,-0.083806408,-0.00147,-3.004648645,0.0081,-1.04915295,0.0327,2.997291904,0.11458,12.27906523,-0.00086,-0.854972267,0.0002,-0.316661027,0.0645,3.47093857,0.0206,2.247213981,-0.001077,-2.965348645,-0.0015,-2.989399985,-0.001077,-2.965348645,-0.00804,-3.904440807,0.0439,5.217598469,0.0112,-1.182871676,0.0156,2.273091214,-0.001077,-2.965348645,0.1381,13.61639913
2015M09,0.0048,-0.637055252,-0.004651,1.036642609,0.0625,1.648187042,0.0255,5.612416905,0.0044,-1.160429354,-0.00184,-1.124764123,-0.0022,-1.160764123,0,-0.006193504,-0.00069,-1.009764123,0.00550961,-1.174840471,0.0334,2.693284255,0.14623,16.00330764,-0.00025,-0.208904321,0.001,0.567946728,0.0679,5.76656456,0.0218,3.66297056,-0.00027,-0.967764123,0,-0.988252194,-0.00027,-0.967764123,-0.00723,-1.167108435,0.0442,2.679229279,0.0117,0.11119071,0.0161,2.509217913,-0.00027,-0.967764123,0.1253,8.885794205
2015M10,0.004,-2.637957301,-0.005248,2.990821968,0.0608,-3.027580083,0.0251,1.373863858,0.0033,-3.684547704,-0.00283,-0.962835817,-0.0034,-1.019835817,-0.0008,-0.259252407,-0.00133,-0.812835817,0.00407723,-1.749624329,0.0305,-1.010254987,0.21574,21.34826419,-0.00084,-0.222964586,0.0001,-1.051032305,0.0653,5.505786572,0.0207,0.950554803,-0.001336,-0.813435817,-0.0015,-0.845932081,-0.001336,-0.813435817,-0.00812,-2.213108804,0.0464,-1.538162926,0.0103,-0.155018755,0.015,-1.465076973,-0.001336,-0.813435817,0.1376,5.379540895
2015M11,0.0026,-2.649482845,-0.005806,-0.221314732,0.0611,0.834104379,0.0237,2.930756241,0.0026,-1.570929385,-0.00498,1.025475152,-0.0053,0.993475152,-0.0023,-0.390743483,-0.00431,1.092475152,0.00630943,2.547562449,0.03,-1.964378892,0.12115,12.30816405,-0.00306,3.912762902,-0.0013,-0.810139274,0.0622,5.792277282,0.02,1.571307345,-0.003076,1.215875152,-0.0036,1.189332164,-0.003076,1.215875152,-0.01052,0.560909077,0.047,1.217519281,0.0093,1.040955975,0.0137,-2.069912965,-0.003076,1.215875152,0.1307,6.494960308
2015M12,0.0031,-2.082594409,-0.005446,-0.932949111,0.0658,5.328872273,0.0239,2.337718737,0.0036,2.165454937,-0.00496,0.324190874,-0.0054,0.280190874,-0.0012,-0.138575456,-0.00195,0.625190874,0.0067971,2.138941724,0.0313,1.631168946,0.09649,10.11123996,-0.00181,3.070928274,-0.0004,0.570314017,0.0629,5.116926678,0.0218,3.901691475,-0.002863,0.533890874,-0.0029,0.631975161,-0.002863,0.533890874,-0.00916,-0.427222355,0.0508,6.839503506,0.0098,2.29407816,0.0151,1.58816103,-0.002863,0.533890874,0.1264,14.27715182
2016M01,0.0016,-0.119295542,-0.007783,-5.655299489,0.0654,11.97791627,0.0223,4.773402694,0.0016,5.12840822,-0.00705,1.150928331,-0.0072,1.135928331,-0.0008,0.062163079,-0.00501,1.354928331,0.0074935,3.285422636,0.0298,4.554524515,0.11036,11.57433761,-0.00341,5.666839984,-0.002,2.431450822,0.0646,5.805281757,0.0198,5.686106665,-0.004661,1.389828331,-0.0038,1.600988312,-0.004661,1.389828331,-0.01077,1.05262277,0.0542,11.9311385,0.0084,3.701949488,0.0135,3.791322264,-0.004661,1.389828331,0.1236,21.06190739
2016M02,0.0014,0.926058145,-0.008279,-3.824046428,0.066,7.801569907,0.0205,3.255579884,0.0013,3.160793849,-0.00701,0.087792687,-0.0073,0.058792687,-0.0026,-0.210585887,-0.00505,0.283792687,0.00728181,0.978266473,0.032,4.197134347,0.103,10.71258081,-0.00437,0.48687318,-0.0021,0.591505461,0.0681,5.964598017,0.0195,2.298914794,-0.005136,0.275192687,-0.0041,0.498327313,-0.005136,0.275192687,-0.011346,-1.033357991,0.0592,10.04192311,0.0076,2.737127108,0.0131,3.563895462,-0.005136,0.275192687,0.1242,19.54267122
2016M03,0.0024,0.058034566,-0.00797,-2.525410455,0.0683,7.794597771,0.0185,3.951443894,0.0023,1.426056015,-0.00634,-1.239211579,-0.0064,-1.245211579,-0.0014,-0.170942689,-0.00468,-1.073211579,0.00970406,1.121346569,0.037,1.194089617,0.0851,8.619088422,-0.00314,4.015251981,-0.0013,-0.750575776,0.0869,8.667189231,0.021,0.930149844,-0.004385,-1.043711579,-0.0034,-0.856151541,-0.004385,-1.043711579,-0.009392,-0.983367289,0.0614,6.362373487,0.0081,0.230382473,0.0142,0.950379932,-0.004385,-1.043711579,0.1213,14.14908833
2016M04,0.0022,-3.855533715,-0.008233,0.39395174,0.0696,7.664677462,0.0181,3.478711476,0.0033,-0.493460153,-0.00719,-1.84574475,-0.0069,-1.81674475,-0.0016,-0.169282738,-0.00458,-1.58474475,0.00854358,-0.774695881,0.0361,0.804519057,0.087,8.581515066,-0.00424,1.682923142,-0.0012,-1.022932027,0.0783,7.917184266,0.0204,1.426039235,-0.004692,-1.59594475,-0.0031,-1.404191337,-0.004692,-1.59594475,-0.009494,-1.674745294,0.0643,4.061617667,0.0076,-1.396799712,0.0139,2.122211882,-0.004692,-1.59594475,0.1193,11.42233455
2016M05,0.0009,-4.856658133,-0.009388,-2.933147176,0.0682,12.18132225,0.0175,4.752733779,0.0019,0.022833912,-0.00869,-0.511750956,-0.0085,-0.492750956,-0.0014,-0.081253969,-0.0083,-0.472750956,0.006375,0.833573813,0.036,2.716799175,0.0781,7.558427478,-0.00613,2.705017557,-0.0023,0.869852838,0.0781,8.371193361,0.0167,4.161209686,-0.005972,-0.239950956,-0.0043,-0.127672632,-0.005972,-0.239950956,-0.010752,-0.340332705,0.0649,9.19402781,0.0064,0.999910546,0.0124,3.898884055,-0.005972,-0.239950956,0.1233,13.14989032
2016M06,0.0011,-3.55957851,-0.008859,-3.198488823,0.0694,10.46195688,0.0178,3.575240588,0.0023,-0.546030991,-0.00761,0.055573332,-0.0079,0.026573332,-0.0009,-0.068340907,-0.00365,0.451573332,0.00631904,1.315824025,0.0388,2.658460972,0.0699,6.914102257,-0.00504,0.23082433,-0.0015,1.355352337,0.0792,8.279872026,0.0173,3.915975952,-0.005279,0.288673332,-0.0043,0.299693776,-0.005279,0.288673332,-0.010398,-0.665368549,0.0665,9.456899307,0.0076,3.410813006,0.0117,4.710180834,-0.005279,0.288673332,0.1146,12.80609728
2016M07,0.0007,-2.994164607,-0.009397,-0.491051346,0.0708,8.557916759,0.0175,1.865704268,0.0026,-0.52409387,-0.00865,-1.570597253,-0.0087,-1.575597253,0.0001,0.016188402,-0.00573,-1.278597253,0.0048,1.481808783,0.0412,3.335186713,0.0589,5.856873329,-0.00539,-1.810179232,-0.0017,-0.368730842,0.0813,7.681246654,0.0166,2.293827799,-0.005645,-1.270097253,-0.0046,-1.160696223,-0.005645,-1.270097253,-0.010176,-1.386005509,0.0699,8.933873811,0.0074,2.294527815,0.0109,0.425585646,-0.005645,-1.270097253,0.1052,12.91621893
2016M08,-0.0011,-2.61513537,-0.010697,3.56072451,0.0697,6.426899457,0.0162,0.978142368,0.0018,-1.436287457,-0.00951,-3.635905577,-0.0094,-3.624905577,-0.0003,-0.023812396,-0.00659,-3.343905577,0.00120754,-1.429133988,0.0403,0.103207691,0.0815,7.90444764,-0.00558,-5.368000892,-0.0021,-1.567946223,0.0807,7.015928091,0.0143,0.666286122,-0.006282,-3.313105577,-0.0054,-3.155234883,-0.006282,-3.313105577,-0.010664,-2.696338675,0.0686,2.518402047,0.0075,-0.977619508,0.0102,-1.199211134,-0.006282,-3.313105577,0.1113,10.94997371
2016M09,-0.001,-2.6219642,-0.010314,4.197334693,0.0701,7.629764878,0.0172,-0.163481602,0.0023,-0.700110515,-0.00857,-4.203168049,-0.0093,-4.276168049,0.0003,0.036189998,-0.00664,-4.010168049,0.00151219,-3.266794716,0.042,0.791679743,0.0778,7.200843911,-0.00609,-7.423727382,-0.0017,-0.978288547,0.0814,6.99973993,0.0145,-1.655528586,-0.005816,-3.927768049,-0.0047,-3.705986096,-0.005816,-3.927768049,-0.0103,-3.769089038,0.069,5.116706703,0.0081,-2.500974585,0.0106,-3.532158664,-0.005816,-3.927768049,0.1042,12.84161269
2016M10,-0.0018,-0.095089406,-0.010901,-0.179289682,0.0701,8.512460394,0.0149,1.302131728,0.0015,0.324613423,-0.0101,-1.889300487,-0.0109,-1.969300487,-0.0004,-0.058562287,-0.00712,-1.591300487,0.00099259,-2.019832264,0.0451,-1.308093199,0.07424,6.257167238,-0.00597,-3.957437074,-0.0023,0.637388563,0.0808,7.09637765,0.0141,1.162810216,-0.00649,-1.528300487,-0.0054,-1.432564228,-0.00649,-1.528300487,-0.0107,-1.370882932,0.0675,7.227522698,0.0077,0.332646676,0.0101,-0.284189733,-0.00649,-1.528300487,0.1075,13.00392866
2016M11,-0.0036,-0.131034035,-0.012738,-1.794884522,0.07,9.313660564,0.012,1.756864193,0.0003,1.235614093,-0.01155,-1.152733116,-0.012,-1.197733116,-0.002,-0.237111826,-0.00866,-0.863733116,-0.00154085,-0.806982811,0.0499,4.460108975,0.07737,7.054548351,-0.00767,0.200888322,-0.0037,1.949075552,0.0794,6.621945546,0.0128,2.736697616,-0.007927,-0.790433116,-0.0066,-0.64496129,-0.007927,-0.790433116,-0.01229,-1.010590553,0.0653,11.07250151,0.0062,1.800670978,0.0094,2.651890173,-0.007927,-0.790433116,0.0995,15.31007575
2016M12,-0.0049,-0.953420227,-0.012911,-1.594574673,0.0711,10.34694599,0.0129,1.128549346,-0.0002,-0.126660654,-0.01426,0.415072623,-0.0135,0.491072623,0.0017,0.07106761,-0.00952,0.889072623,-0.003425,0.612599403,0.0537,8.354251921,0.07942,7.703804777,-0.00912,1.353447637,-0.0038,2.096207684,0.079,7.263639222,0.0128,4.094767931,-0.008158,1.025272623,-0.007,1.106619076,-0.008158,1.025272623,-0.012292,0.797041332,0.0642,7.590387753,0.0066,1.803482489,0.0104,5.049649963,-0.008158,1.025272623,0.0995,12.98574476
2017M01,-0.0036,0.761793164,-0.012905,-1.340844838,0.0694,7.048587239,0.0127,0.228510767,-0.0007,-0.90278593,-0.01122,-0.346958664,-0.0118,-0.404958664,0.0002,-0.097381449,-0.00922,-0.146958664,-0.00386837,-0.347310393,0.0573,11.81334931,0.08055,8.39699226,-0.00793,-0.244467143,-0.004,1.417428236,0.0783,7.16877227,0.0126,0.729824275,-0.008455,-0.070458664,-0.0075,0.033906992,-0.008455,-0.070458664,-0.012486,-0.971673967,0.0642,6.263650126,0.0056,-0.703356115,0.0098,2.944380916,-0.008455,-0.070458664,0.098,12.13011211
2017M02,-0.005,1.158128013,-0.012177,-1.838684068,0.0673,6.654253464,0.0119,-0.647961644,-0.0006,-1.836909296,-0.01188,1.446513524,-0.0119,1.444513524,-0.0012,-0.280464465,-0.00929,1.705513524,-0.00441383,1.110054013,0.0584,9.448514766,0.08112,8.092908673,-0.00789,-0.206838369,-0.0041,1.017864525,0.0796,7.915938093,0.0125,-0.185787708,-0.008586,1.775913524,-0.0076,1.825385678,-0.008586,1.775913524,-0.012562,0.41463983,0.0625,5.927554011,0.0049,0.450448674,0.0096,1.634473075,-0.008586,1.775913524,0.1029,11.64036729
2017M03,-0.0069,1.089786882,-0.01379,-2.641581623,0.0648,6.562023437,0.0097,2.514264054,-0.0021,0.097486009,-0.01475,0.579492551,-0.0148,0.574492551,-0.0048,-0.707969362,-0.0116,0.894492551,-0.00713135,1.925600342,0.0581,8.695051949,0.07937,7.606615153,-0.0109,-1.514443202,-0.0063,0.641198431,0.08,7.540637194,0.0104,0.822166447,-0.010793,0.975192551,-0.01,1.093755977,-0.010793,0.975192551,-0.014796,-0.229708665,0.059,4.201933509,0.0021,0.629656245,0.0073,-0.514828268,-0.010793,0.975192551,0.0983,7.726914542
